transaction_id,timestamp,customer_id,merchant_id,amount,country,mcc,channel,device_id,label
23923,2024-03-15T20:17:00,5295,171,26.36,AE,5999,POS,d3654,0
23924,2024-03-15T20:21:00,3299,36,20.84,SG,5411,POS,d6311,0
23925,2024-03-15T20:23:00,22,131,41.18,DE,5999,ECOM,d1585,0
23926,2024-03-15T20:26:00,3308,855,25.96,GB,5999,ECOM,d746,0
23927,2024-03-15T20:28:00,5452,174,91.08,IN,5999,ATM,d5991,0
23928,2024-03-15T20:36:00,5331,745,105.81,DE,5999,ECOM,d7923,0
23929,2024-03-15T20:36:00,5445,484,14.09,GB,5732,POS,d7296,0
23930,2024-03-15T20:39:00,2225,805,8.3,IN,5411,POS,d7629,0
23931,2024-03-15T20:41:00,1492,1180,80.61,AE,5732,POS,d6043,0
23932,2024-03-15T20:44:00,3330,725,30.13,SG,5814,POS,d6715,0
23933,2024-03-15T20:47:00,1493,966,17.65,AE,5411,ECOM,d3118,0
23934,2024-03-15T20:47:00,3266,565,421.44,GB,5814,ECOM,d6021,0
23935,2024-03-15T20:50:00,5524,390,16.24,IN,5411,ECOM,d7059,0
23936,2024-03-15T20:50:00,4195,656,30.86,US,5814,POS,d2900,0
23937,2024-03-15T20:58:00,4803,171,66.43,AE,5999,POS,d2553,0
23938,2024-03-15T21:04:00,1072,555,13.07,SG,5732,POS,d6267,0
23939,2024-03-15T21:12:00,3233,896,31.85,IN,5814,POS,d2248,0
23940,2024-03-15T21:20:00,5684,166,19.22,SG,4789,POS,d1342,0
23941,2024-03-15T21:28:00,133,578,37.29,GB,5942,POS,d2899,0
23942,2024-03-15T21:36:00,2618,253,60.67,US,5814,POS,d803,0
23943,2024-03-15T21:41:00,2886,1008,23.13,DE,5814,POS,d2306,0
23944,2024-03-15T21:41:00,5487,481,12.97,SG,4789,POS,d6729,0
23945,2024-03-15T21:47:00,735,162,14.84,US,5942,POS,d7549,0
23946,2024-03-15T21:51:00,2449,609,12.95,AE,5732,ECOM,d6277,0
23947,2024-03-15T21:54:00,5112,672,22.73,US,5411,POS,d3342,0
23948,2024-03-15T21:54:00,4935,813,21.09,DE,5999,ECOM,d2553,0
23949,2024-03-15T22:03:00,5555,146,30.63,IN,5732,POS,d2085,0
23950,2024-03-15T22:07:00,455,438,33.48,SG,4789,POS,d400,0
23951,2024-03-15T22:13:00,5695,402,17.2,GB,5999,POS,d5649,0
23952,2024-03-15T22:17:00,1247,298,63.36,AE,5732,POS,d7466,0
23953,2024-03-15T22:26:00,673,320,7.34,IN,5732,POS,d5101,0
23954,2024-03-15T22:26:00,1300,376,25.9,AE,4789,ECOM,d4456,0
23955,2024-03-15T22:26:00,1573,732,91.45,SG,5814,ECOM,d6404,0
23956,2024-03-15T22:34:00,615,734,22.33,US,5814,ECOM,d5561,0
23957,2024-03-15T22:42:00,2359,63,88.43,GB,4789,POS,d6954,0
23958,2024-03-15T22:48:00,1669,137,60.14,US,5999,POS,d1825,0
23959,2024-03-15T22:55:00,3293,42,55.37,SG,5411,POS,d7918,0
23960,2024-03-15T22:57:00,2553,784,15.47,DE,5411,ECOM,d6751,0
23961,2024-03-15T23:03:00,4221,54,112.73,AE,5999,POS,d4884,0
23962,2024-03-15T23:06:00,1179,698,5.48,AE,5942,POS,d2807,0
23963,2024-03-15T23:07:00,4983,646,15.12,US,4789,ECOM,d375,0
23964,2024-03-15T23:08:00,3278,873,21.63,SG,5999,POS,d3553,0
23965,2024-03-15T23:14:00,314,769,32.93,US,5942,ECOM,d5264,0
23966,2024-03-15T23:21:00,4290,1191,103.87,GB,5999,POS,d3899,0
23967,2024-03-15T23:28:00,2163,1006,62.63,SG,5732,ECOM,d7108,0
23968,2024-03-15T23:29:00,2011,309,55.71,GB,5814,ECOM,d7365,0
23969,2024-03-15T23:30:00,1386,602,24.36,DE,5411,ECOM,d5602,0
23970,2024-03-15T23:34:00,1925,980,98.05,GB,5814,POS,d3179,0
23971,2024-03-15T23:43:00,2784,771,32.89,DE,4789,ATM,d1596,0
23972,2024-03-15T23:45:00,1099,1000,31.58,AE,5942,POS,d6915,0
23973,2024-03-15T23:54:00,5763,326,17.82,US,5814,POS,d5065,0
23974,2024-03-15T23:55:00,324,54,26.75,AE,5999,POS,d7913,0
23975,2024-03-15T23:56:00,1530,782,12.54,SG,5942,POS,d1958,0
23976,2024-03-16T00:03:00,5247,298,16.24,AE,5732,POS,d4967,0
23977,2024-03-16T00:07:00,2647,812,29.17,SG,5411,ECOM,d2481,0
23978,2024-03-16T00:07:00,880,821,21.57,IN,5411,ECOM,d2641,0
23979,2024-03-16T00:13:00,5321,354,30.99,SG,5732,POS,d3092,0
23980,2024-03-16T00:18:00,1840,339,28.89,AE,5814,POS,d2477,0
23981,2024-03-16T00:24:00,1356,217,21.91,GB,5411,POS,d6901,0
23982,2024-03-16T00:25:00,1448,541,67.27,GB,5732,POS,d31,0
23983,2024-03-16T00:30:00,1036,484,31.51,GB,5732,ECOM,d4539,0
23984,2024-03-16T00:37:00,1794,7,29.01,IN,5411,ECOM,d6054,0
23985,2024-03-16T00:40:00,1731,922,23.17,IN,5999,ECOM,d2240,0
23986,2024-03-16T00:40:00,586,1186,45.13,US,5732,ECOM,d2396,1
23987,2024-03-16T00:42:00,3227,1185,73.57,GB,5942,POS,d1355,0
23988,2024-03-16T00:43:00,1864,974,10.21,IN,5411,POS,d2819,0
23989,2024-03-16T00:52:00,4896,1057,32.53,SG,5732,POS,d2791,0
23990,2024-03-16T01:00:00,2148,353,96.15,AE,5732,ECOM,d3478,0
23991,2024-03-16T01:00:00,435,811,54.4,AE,5732,POS,d1700,0
23992,2024-03-16T01:08:00,867,743,16.23,IN,5411,ATM,d7219,0
23993,2024-03-16T01:13:00,3384,529,13.09,GB,5814,ECOM,d2894,0
23994,2024-03-16T01:22:00,2072,460,30.85,GB,5411,ECOM,d6809,0
23995,2024-03-16T01:29:00,5535,1107,25.96,IN,5999,POS,d5476,0
23996,2024-03-16T01:36:00,724,926,19.18,AE,5732,ECOM,d1827,0
23997,2024-03-16T01:42:00,5388,946,44.09,AE,5999,ECOM,d2732,0
23998,2024-03-16T01:46:00,4285,925,28.16,AE,5411,POS,d3082,0
23999,2024-03-16T01:46:00,1553,552,12.3,SG,5942,POS,d3038,0
24000,2024-03-16T01:48:00,4392,112,22.61,DE,5814,POS,d4444,0
24001,2024-03-16T01:57:00,5618,1125,33.99,IN,5814,ECOM,d627,0
24002,2024-03-16T02:05:00,1088,353,24.74,AE,5732,POS,d7720,0
24003,2024-03-16T02:06:00,3801,48,49.86,IN,5942,POS,d4996,0
24004,2024-03-16T02:13:00,5706,399,29.32,DE,5732,POS,d5559,0
24005,2024-03-16T02:13:00,2284,780,13.2,GB,5814,ECOM,d1449,0
24006,2024-03-16T02:18:00,4271,240,177.18,US,5732,POS,d7329,0
24007,2024-03-16T02:23:00,5663,408,43.74,US,5411,POS,d216,0
24008,2024-03-16T02:23:00,2016,240,25.13,US,5732,POS,d3706,0
24009,2024-03-16T02:23:00,2336,30,47.79,AE,5732,POS,d6163,0
24010,2024-03-16T02:29:00,5377,1042,116.81,US,5814,POS,d2493,0
24011,2024-03-16T02:38:00,1853,579,20.54,DE,5814,POS,d5289,0
24012,2024-03-16T02:38:00,5098,840,8.93,IN,4789,POS,d4648,0
24013,2024-03-16T02:43:00,3890,201,9.45,SG,5732,ECOM,d1274,0
24014,2024-03-16T02:48:00,4979,287,25.1,SG,5814,POS,d6345,0
24015,2024-03-16T02:50:00,295,76,47.95,AE,5814,ECOM,d338,0
24016,2024-03-16T02:57:00,2678,346,41.97,AE,5732,POS,d6928,0
24017,2024-03-16T02:57:00,4908,771,31.43,DE,4789,POS,d7130,0
24018,2024-03-16T02:59:00,5631,920,8.47,DE,5411,ECOM,d4613,0
24019,2024-03-16T03:04:00,1960,812,113.86,SG,5411,ECOM,d1537,0
24020,2024-03-16T03:08:00,1333,999,42.83,SG,5999,ECOM,d2748,0
24021,2024-03-16T03:09:00,3192,209,14.31,GB,5732,POS,d2990,0
24022,2024-03-16T03:17:00,4922,283,14.92,IN,4789,ECOM,d6858,0
24023,2024-03-16T03:23:00,1316,386,34.55,SG,5999,ECOM,d2734,0
24024,2024-03-16T03:27:00,4205,20,75.52,GB,4789,ECOM,d6306,0
24025,2024-03-16T03:33:00,4560,489,12.74,US,5814,ECOM,d2307,0
24026,2024-03-16T03:41:00,3042,935,34.23,AE,5942,POS,d6608,0
24027,2024-03-16T03:44:00,1626,1092,64.64,DE,5814,POS,d4995,0
24028,2024-03-16T03:46:00,3659,355,17.47,GB,5999,POS,d4478,0
24029,2024-03-16T03:46:00,3049,663,21.74,DE,5411,POS,d7216,0
24030,2024-03-16T03:49:00,2045,544,6.7,SG,4789,POS,d4558,0
24031,2024-03-16T03:50:00,5631,336,54.31,DE,5942,POS,d2905,0
24032,2024-03-16T03:50:00,746,246,28.31,US,5411,POS,d6459,0
24033,2024-03-16T03:56:00,560,596,85.58,AE,5411,ATM,d2656,0
24034,2024-03-16T04:00:00,2924,336,53.92,DE,5942,ECOM,d4250,0
24035,2024-03-16T04:08:00,2222,1131,5.4,AE,5814,ECOM,d6029,0
24036,2024-03-16T04:08:00,1607,1163,38.69,SG,5814,POS,d352,0
24037,2024-03-16T04:15:00,4297,403,18.06,GB,5999,POS,d1729,0
24038,2024-03-16T04:18:00,5751,196,25.81,IN,5732,POS,d1574,0
24039,2024-03-16T04:27:00,2457,1124,17.35,IN,4789,POS,d6147,0
24040,2024-03-16T04:34:00,4786,43,106.78,DE,5814,POS,d2174,0
24041,2024-03-16T04:41:00,1351,34,111.3,GB,5732,ECOM,d6775,0
24042,2024-03-16T04:45:00,5687,594,10.2,DE,5732,POS,d2715,0
24043,2024-03-16T04:51:00,266,889,18.27,US,5411,POS,d4486,0
24044,2024-03-16T04:51:00,4263,729,27.83,DE,5814,POS,d5711,0
24045,2024-03-16T05:00:00,2478,431,47.76,IN,5411,ECOM,d7658,0
24046,2024-03-16T05:00:00,3548,44,27.63,AE,5732,POS,d312,0
24047,2024-03-16T05:03:00,937,895,20.64,GB,5732,POS,d1431,0
24048,2024-03-16T05:05:00,1631,1149,71.98,GB,4789,ECOM,d4119,0
24049,2024-03-16T05:14:00,5704,507,9.47,GB,5999,POS,d5548,0
24050,2024-03-16T05:15:00,2805,1066,22.31,AE,5732,POS,d4828,0
24051,2024-03-16T05:21:00,2777,73,61.42,DE,5814,ECOM,d4775,0
24052,2024-03-16T05:26:00,4002,750,45.59,SG,5411,ECOM,d6821,0
24053,2024-03-16T05:32:00,160,1087,6.99,SG,5732,POS,d3482,0
24054,2024-03-16T05:34:00,530,183,31.89,IN,5411,ECOM,d486,0
24055,2024-03-16T05:42:00,508,507,24.68,GB,5999,POS,d4805,0
24056,2024-03-16T05:45:00,2150,342,44.16,GB,5999,POS,d2202,0
24057,2024-03-16T05:53:00,3724,1159,64.74,DE,5999,ECOM,d4118,0
24058,2024-03-16T05:58:00,2741,49,13.44,DE,5814,ECOM,d7161,0
24059,2024-03-16T06:01:00,37,892,31.25,US,5732,POS,d5057,0
24060,2024-03-16T06:04:00,2672,830,36.36,DE,4789,POS,d6960,0
24061,2024-03-16T06:09:00,4049,370,118.41,IN,5732,ECOM,d6446,0
24062,2024-03-16T06:11:00,1111,833,59.09,GB,5411,POS,d7995,0
24063,2024-03-16T06:17:00,4693,791,57.02,AE,5411,ECOM,d2340,0
24064,2024-03-16T06:17:00,1438,559,75.77,IN,5411,POS,d1338,0
24065,2024-03-16T06:23:00,2303,454,62.58,IN,5411,ATM,d4567,0
24066,2024-03-16T06:30:00,3383,286,15.84,GB,5814,ATM,d1741,0
24067,2024-03-16T06:34:00,4217,475,50.3,AE,5999,ECOM,d7676,0
24068,2024-03-16T06:42:00,2793,750,52.6,SG,5411,ECOM,d5126,0
24069,2024-03-16T06:47:00,2878,893,45.96,AE,5411,ECOM,d1303,0
24070,2024-03-16T06:47:00,1198,336,51.95,DE,5942,POS,d7687,0
24071,2024-03-16T06:52:00,5097,1183,50.58,AE,5411,POS,d3693,0
24072,2024-03-16T06:56:00,83,501,70.38,AE,5814,ECOM,d1349,0
24073,2024-03-16T07:02:00,4670,601,43.71,US,5814,ATM,d6100,0
24074,2024-03-16T07:08:00,1593,1160,36.18,GB,5814,ECOM,d2595,0
24075,2024-03-16T07:12:00,4435,429,297.18,US,4789,ECOM,d1580,0
24076,2024-03-16T07:14:00,1432,775,52.27,IN,5411,ECOM,d5392,0
24077,2024-03-16T07:18:00,2194,900,11.29,IN,5999,ECOM,d3836,0
24078,2024-03-16T07:18:00,1813,554,115.91,SG,4789,POS,d5633,0
24079,2024-03-16T07:27:00,2816,144,34.36,GB,5411,ECOM,d882,0
24080,2024-03-16T07:35:00,4157,1085,4.61,DE,4789,POS,d3782,0
24081,2024-03-16T07:39:00,3912,627,52.76,IN,5814,POS,d97,0
24082,2024-03-16T07:46:00,4897,216,24.23,IN,5732,ECOM,d1217,0
24083,2024-03-16T07:53:00,5555,468,24.8,GB,5814,POS,d2166,0
24084,2024-03-16T07:58:00,2706,779,27.9,US,5814,POS,d439,0
24085,2024-03-16T08:03:00,3847,867,61.83,DE,5411,POS,d2348,0
24086,2024-03-16T08:07:00,1829,355,58.99,GB,5999,POS,d7906,0
24087,2024-03-16T08:09:00,1280,1091,75.49,DE,5814,ECOM,d6399,0
24088,2024-03-16T08:16:00,3484,701,24.43,AE,5732,ECOM,d1022,0
24089,2024-03-16T08:17:00,1452,125,61.63,IN,5814,POS,d5435,0
24090,2024-03-16T08:20:00,3022,963,72.76,GB,5814,POS,d1587,0
24091,2024-03-16T08:25:00,1931,207,43.78,DE,5942,ECOM,d6011,0
24092,2024-03-16T08:31:00,3005,677,8.46,IN,5732,POS,d7146,0
24093,2024-03-16T08:37:00,5012,334,12.65,AE,5732,ECOM,d639,0
24094,2024-03-16T08:39:00,5883,621,33.55,IN,5411,ECOM,d4729,0
24095,2024-03-16T08:44:00,5194,542,12.78,IN,5732,POS,d4940,0
24096,2024-03-16T08:51:00,1174,562,59.52,AE,5999,ECOM,d6519,0
24097,2024-03-16T08:57:00,985,598,10.7,GB,5732,POS,d4152,0
24098,2024-03-16T09:05:00,818,824,86.31,SG,5732,POS,d6834,0
24099,2024-03-16T09:09:00,3471,140,33.81,GB,5999,POS,d4099,0
24100,2024-03-16T09:14:00,1749,799,115.59,AE,5732,POS,d2595,0
24101,2024-03-16T09:19:00,51,377,40.27,SG,5411,POS,d86,0
24102,2024-03-16T09:21:00,4939,811,13.06,AE,5732,ECOM,d329,0
24103,2024-03-16T09:28:00,510,619,21.59,AE,5411,POS,d4934,0
24104,2024-03-16T09:37:00,2074,1123,31.71,GB,5814,POS,d1291,0
24105,2024-03-16T09:37:00,2173,876,81.58,DE,5999,ECOM,d2321,0
24106,2024-03-16T09:46:00,5045,549,54.75,IN,5732,POS,d404,0
24107,2024-03-16T09:49:00,4958,88,30.63,AE,5999,ECOM,d6348,0
24108,2024-03-16T09:50:00,4774,618,70.1,IN,5814,POS,d3791,0
24109,2024-03-16T09:59:00,4885,504,55.5,GB,5814,POS,d5274,0
24110,2024-03-16T10:04:00,1583,724,13.98,DE,5732,POS,d5273,0
24111,2024-03-16T10:09:00,5270,183,20.4,IN,5411,POS,d7933,0
24112,2024-03-16T10:18:00,3818,704,6.75,IN,5999,POS,d3590,0
24113,2024-03-16T10:25:00,5705,846,19.26,GB,5732,ECOM,d6174,0
24114,2024-03-16T10:25:00,5945,1149,13.67,GB,4789,ECOM,d4145,0
24115,2024-03-16T10:25:00,969,1018,104.8,DE,5732,ECOM,d6422,0
24116,2024-03-16T10:28:00,5355,128,23.85,AE,5732,ECOM,d6741,0
24117,2024-03-16T10:28:00,4724,243,11.79,GB,5814,ECOM,d1049,0
24118,2024-03-16T10:30:00,142,283,35.16,IN,4789,ECOM,d5398,0
24119,2024-03-16T10:35:00,4353,488,39.0,IN,5411,POS,d7855,0
24120,2024-03-16T10:43:00,5428,841,193.78,GB,4789,ECOM,d2780,0
24121,2024-03-16T10:45:00,837,1037,5.88,US,5942,ECOM,d602,0
24122,2024-03-16T10:47:00,885,362,35.93,DE,5999,POS,d5146,0
24123,2024-03-16T10:52:00,5043,1154,19.69,DE,5814,ECOM,d6900,0
24124,2024-03-16T10:56:00,132,378,55.12,AE,5732,POS,d6875,0
24125,2024-03-16T10:56:00,5568,542,14.18,IN,5732,ECOM,d3304,0
24126,2024-03-16T11:04:00,5251,1029,210.64,IN,4789,POS,d5481,0
24127,2024-03-16T11:06:00,1286,202,42.71,AE,5999,POS,d3620,0
24128,2024-03-16T11:14:00,2509,588,98.62,SG,5411,ECOM,d842,0
24129,2024-03-16T11:23:00,4387,305,13.58,GB,4789,POS,d4160,0
24130,2024-03-16T11:24:00,5770,65,12.6,IN,5732,POS,d575,0
24131,2024-03-16T11:29:00,2793,750,98.86,SG,5411,POS,d6721,0
24132,2024-03-16T11:29:00,4282,900,26.18,IN,5999,ATM,d4492,0
24133,2024-03-16T11:35:00,3884,999,21.38,SG,5999,POS,d3993,0
24134,2024-03-16T11:36:00,2242,193,9.76,IN,5999,ECOM,d16,0
24135,2024-03-16T11:41:00,1505,470,8.39,IN,5732,ECOM,d3159,0
24136,2024-03-16T11:43:00,4419,967,32.34,AE,5732,POS,d988,0
24137,2024-03-16T11:45:00,4329,193,29.04,IN,5999,POS,d4302,0
24138,2024-03-16T11:47:00,2099,715,78.55,DE,5411,ECOM,d1019,0
24139,2024-03-16T11:52:00,3878,272,37.58,US,5814,POS,d6218,0
24140,2024-03-16T11:59:00,3806,1103,27.73,US,5732,ECOM,d3384,0
24141,2024-03-16T12:00:00,2345,698,37.9,AE,5942,POS,d2232,0
24142,2024-03-16T12:05:00,2697,410,30.79,DE,5411,POS,d5145,0
24143,2024-03-16T12:05:00,3733,443,23.34,US,5411,ECOM,d5002,0
24144,2024-03-16T12:13:00,4843,1150,12.97,US,4789,POS,d7832,0
24145,2024-03-16T12:19:00,4621,355,22.75,GB,5999,POS,d2447,0
24146,2024-03-16T12:21:00,78,570,31.15,US,5999,ECOM,d4316,0
24147,2024-03-16T12:23:00,4716,1180,53.33,AE,5732,POS,d594,0
24148,2024-03-16T12:24:00,5920,755,35.93,DE,5814,POS,d2284,0
24149,2024-03-16T12:28:00,1469,372,25.46,IN,5411,ECOM,d5513,0
24150,2024-03-16T12:29:00,4518,644,22.14,AE,5999,POS,d2574,0
24151,2024-03-16T12:32:00,340,140,60.65,GB,5999,ATM,d1261,0
24152,2024-03-16T12:34:00,3437,575,28.83,DE,5411,POS,d6271,0
24153,2024-03-16T12:40:00,5320,645,64.59,DE,5942,ECOM,d3278,0
24154,2024-03-16T12:48:00,1327,801,16.05,IN,5814,POS,d1611,0
24155,2024-03-16T12:54:00,1184,616,7.82,IN,5732,ECOM,d3726,0
24156,2024-03-16T12:54:00,1585,548,75.98,IN,5732,ECOM,d1117,0
24157,2024-03-16T13:02:00,67,400,4.71,IN,5732,POS,d6737,0
24158,2024-03-16T13:05:00,5707,334,16.37,AE,5732,POS,d5903,0
24159,2024-03-16T13:06:00,127,1114,32.16,AE,5814,ECOM,d4198,0
24160,2024-03-16T13:07:00,3228,1053,12.27,US,5411,POS,d6477,0
24161,2024-03-16T13:16:00,1648,1196,57.91,GB,5411,ECOM,d6383,0
24162,2024-03-16T13:24:00,1206,314,17.09,SG,5732,POS,d6360,0
24163,2024-03-16T13:29:00,1349,935,16.57,AE,5942,POS,d665,0
24164,2024-03-16T13:33:00,275,273,14.59,DE,5814,POS,d3459,0
24165,2024-03-16T13:36:00,3083,508,94.14,US,5814,POS,d4226,0
24166,2024-03-16T13:38:00,4385,1110,20.23,IN,5814,ATM,d4245,0
24167,2024-03-16T13:39:00,5464,373,33.05,AE,5942,POS,d5552,0
24168,2024-03-16T13:39:00,5246,334,24.03,AE,5732,POS,d4731,0
24169,2024-03-16T13:48:00,2121,372,104.15,IN,5411,ECOM,d3099,0
24170,2024-03-16T13:49:00,4464,337,26.81,GB,5999,POS,d2079,0
24171,2024-03-16T13:57:00,5357,1062,236.62,GB,5732,ECOM,d5596,0
24172,2024-03-16T13:59:00,3203,490,34.53,SG,5999,POS,d6390,0
24173,2024-03-16T14:04:00,1135,239,24.66,IN,4789,POS,d2499,0
24174,2024-03-16T14:08:00,4996,613,10.02,AE,5732,POS,d4234,0
24175,2024-03-16T14:15:00,5947,598,41.83,GB,5732,POS,d4192,0
24176,2024-03-16T14:23:00,5454,715,87.29,DE,5411,ECOM,d3796,0
24177,2024-03-16T14:27:00,2099,592,24.16,US,5999,ATM,d3840,0
24178,2024-03-16T14:36:00,3448,331,144.55,SG,5732,ECOM,d993,0
24179,2024-03-16T14:45:00,4152,394,4.9,SG,5732,POS,d4942,0
24180,2024-03-16T14:49:00,2646,508,62.47,US,5814,POS,d5578,0
24181,2024-03-16T14:51:00,2043,1174,13.88,IN,5732,POS,d6418,0
24182,2024-03-16T15:00:00,3493,1146,33.76,US,5999,POS,d4559,0
24183,2024-03-16T15:00:00,151,993,21.73,GB,4789,ECOM,d6384,0
24184,2024-03-16T15:02:00,4893,1192,6.07,AE,5411,ECOM,d7429,0
24185,2024-03-16T15:10:00,5953,647,5.86,IN,5411,POS,d2105,0
24186,2024-03-16T15:18:00,5188,69,17.56,DE,4789,ECOM,d7583,0
24187,2024-03-16T15:18:00,5465,152,96.46,AE,5732,POS,d7436,0
24188,2024-03-16T15:20:00,526,1078,73.96,DE,5942,POS,d4610,0
24189,2024-03-16T15:23:00,4196,719,23.94,GB,5814,POS,d3635,0
24190,2024-03-16T15:30:00,917,218,21.08,DE,5411,POS,d6676,0
24191,2024-03-16T15:32:00,1591,138,10.5,SG,5732,ECOM,d6093,0
24192,2024-03-16T15:37:00,4680,536,32.19,GB,5411,POS,d6145,0
24193,2024-03-16T15:41:00,3419,275,34.66,US,5999,POS,d4213,0
24194,2024-03-16T15:50:00,5307,1008,13.18,DE,5814,POS,d811,0
24195,2024-03-16T15:53:00,5944,619,13.1,AE,5411,POS,d2618,0
24196,2024-03-16T16:01:00,4961,1138,50.13,AE,5411,ECOM,d6514,0
24197,2024-03-16T16:01:00,10,1001,39.06,DE,5942,POS,d3705,0
24198,2024-03-16T16:04:00,3246,1094,80.69,IN,5411,ATM,d422,0
24199,2024-03-16T16:12:00,3225,1141,14.75,AE,5999,POS,d4612,0
24200,2024-03-16T16:17:00,3517,813,60.21,DE,5999,ECOM,d794,1
24201,2024-03-16T16:20:00,5574,737,37.94,SG,5999,POS,d7803,0
24202,2024-03-16T16:23:00,2013,1083,26.24,US,4789,ECOM,d6289,0
24203,2024-03-16T16:23:00,5783,117,118.79,AE,4789,ECOM,d6041,0
24204,2024-03-16T16:31:00,4824,1064,26.38,US,5411,POS,d1027,0
24205,2024-03-16T16:37:00,4104,887,33.41,AE,5411,ECOM,d6583,0
24206,2024-03-16T16:40:00,1524,436,14.03,GB,5411,POS,d4327,0
24207,2024-03-16T16:42:00,2465,1166,40.67,US,5732,POS,d3010,0
24208,2024-03-16T16:47:00,4851,211,25.68,DE,5814,ECOM,d4407,0
24209,2024-03-16T16:51:00,5196,488,90.21,IN,5411,ATM,d3340,0
24210,2024-03-16T16:56:00,386,202,92.52,AE,5999,ECOM,d6728,0
24211,2024-03-16T17:05:00,3259,860,153.37,DE,5999,ECOM,d1859,0
24212,2024-03-16T17:09:00,5824,75,9.35,US,5411,ECOM,d419,0
24213,2024-03-16T17:10:00,1626,316,82.22,US,5814,POS,d3946,0
24214,2024-03-16T17:11:00,2021,392,22.84,GB,5942,POS,d4119,0
24215,2024-03-16T17:11:00,5972,837,38.52,DE,5814,POS,d7394,0
24216,2024-03-16T17:18:00,1686,274,80.33,SG,5411,POS,d4342,0
24217,2024-03-16T17:21:00,4928,66,61.61,US,4789,POS,d5710,0
24218,2024-03-16T17:28:00,3975,643,27.22,GB,4789,POS,d1225,0
24219,2024-03-16T17:35:00,5471,134,72.64,AE,5411,POS,d2661,0
24220,2024-03-16T17:44:00,2992,467,20.24,US,5942,ECOM,d7994,0
24221,2024-03-16T17:48:00,2074,339,24.81,AE,5814,ECOM,d7748,1
24222,2024-03-16T17:53:00,5128,397,24.59,GB,5814,POS,d7899,0
24223,2024-03-16T17:55:00,2271,258,128.82,IN,5411,ECOM,d5241,0
24224,2024-03-16T17:58:00,2642,531,30.33,DE,5732,ECOM,d6444,0
24225,2024-03-16T18:07:00,573,447,16.21,IN,5814,POS,d2441,0
24226,2024-03-16T18:16:00,3857,786,22.66,US,5999,ECOM,d7407,0
24227,2024-03-16T18:23:00,2743,544,94.26,SG,4789,POS,d977,0
24228,2024-03-16T18:26:00,4969,289,58.41,SG,5732,ECOM,d2459,0
24229,2024-03-16T18:34:00,4002,467,18.14,US,5942,POS,d5979,0
24230,2024-03-16T18:39:00,3431,594,30.18,DE,5732,POS,d2658,0
24231,2024-03-16T18:48:00,4238,1084,43.82,IN,5411,POS,d226,0
24232,2024-03-16T18:54:00,984,654,344.93,AE,5999,ECOM,d2137,1
24233,2024-03-16T19:00:00,3914,255,75.31,IN,5814,POS,d402,0
24234,2024-03-16T19:06:00,2880,962,105.34,IN,5411,POS,d6380,0
24235,2024-03-16T19:14:00,2846,1135,77.16,SG,5814,POS,d7606,0
24236,2024-03-16T19:19:00,2335,758,23.08,AE,5814,POS,d1652,0
24237,2024-03-16T19:22:00,29,104,233.23,IN,5999,ECOM,d4595,0
24238,2024-03-16T19:23:00,4427,883,52.52,DE,5732,POS,d5867,0
24239,2024-03-16T19:23:00,4463,482,67.07,IN,5732,ECOM,d7556,0
24240,2024-03-16T19:28:00,2214,638,150.14,SG,5999,POS,d1443,0
24241,2024-03-16T19:31:00,2799,765,101.51,SG,5411,POS,d2861,0
24242,2024-03-16T19:34:00,722,188,33.54,US,5732,POS,d3629,0
24243,2024-03-16T19:35:00,3315,859,42.48,IN,5732,POS,d6042,0
24244,2024-03-16T19:39:00,2493,1186,31.43,US,5732,POS,d3788,0
24245,2024-03-16T19:48:00,5859,852,129.62,US,5814,POS,d2996,0
24246,2024-03-16T19:50:00,4364,679,15.58,AE,5732,ECOM,d3281,0
24247,2024-03-16T19:51:00,2784,580,23.23,SG,5814,ECOM,d6860,0
24248,2024-03-16T19:56:00,2355,932,21.96,GB,5814,POS,d2856,0
24249,2024-03-16T19:57:00,1596,813,25.5,DE,5999,ATM,d5937,0
24250,2024-03-16T20:05:00,4006,198,16.73,GB,5999,ECOM,d2830,0
24251,2024-03-16T20:08:00,5711,126,51.67,DE,5411,ECOM,d5188,0
24252,2024-03-16T20:15:00,2037,388,75.78,AE,5411,ECOM,d4286,0
24253,2024-03-16T20:16:00,4037,792,17.65,GB,5411,POS,d5067,0
24254,2024-03-16T20:16:00,3183,363,130.73,SG,5814,POS,d3016,0
24255,2024-03-16T20:24:00,2971,831,13.53,IN,5732,POS,d4186,0
24256,2024-03-16T20:31:00,3681,110,80.71,GB,5411,POS,d103,0
24257,2024-03-16T20:36:00,5596,69,11.28,DE,4789,POS,d7639,0
24258,2024-03-16T20:42:00,4505,581,35.94,AE,5814,POS,d1575,0
24259,2024-03-16T20:48:00,4345,525,39.49,IN,5942,POS,d5789,0
24260,2024-03-16T20:52:00,3564,599,47.79,DE,5732,POS,d6374,0
24261,2024-03-16T20:58:00,4417,63,12.64,GB,4789,ATM,d6364,0
24262,2024-03-16T20:58:00,3670,54,21.17,AE,5999,ECOM,d6140,0
24263,2024-03-16T21:02:00,1453,301,41.84,AE,5999,POS,d3565,0
24264,2024-03-16T21:04:00,5584,588,52.11,SG,5411,ECOM,d2072,0
24265,2024-03-16T21:10:00,5077,594,17.48,DE,5732,POS,d6697,0
24266,2024-03-16T21:11:00,3752,1061,11.72,US,5942,ECOM,d1962,0
